"Aerolínea","Fecha_del_viaje","Origen","Destino","Ruta","Hora_de_salida","Hora_de_llegada","Duración","Total_de_escalas","Información_adicional","Precio (S/)"
"Sky Airline Perú","2024-05-22","LIM","TRU","LIM-TRU","09:00","10:45","1.1","0","Cancelación gratuita","194.89"
"Sky Airline Perú","2024-05-29","LIM","TCQ","LIM-TCQ","09:45","10:30","1.5","0","Clase económica","181.1"
"VIVA Air Perú","2024-03-20","CUZ","AQP","CUZ-AQP","05:30","05:15","0.9","0","Solo equipaje de mano","162.77"
"Sky Airline Perú","2024-06-05","LIM","TRU","LIM-TRU","12:00","13:45","1.1","0","Asiento preferente","213.66"
"LATAM Perú","2024-10-25","LIM","CUZ","LIM-CUZ","06:00","07:45","1.2","0","Cancelación gratuita","366.89"
"JetSMART Perú","2024-07-26","CUZ","AQP","CUZ-AQP","21:30","22:45","1","0","Solo equipaje de mano","194.03"
"Avianca Perú","2024-10-01","LIM","TCQ","LIM-TCQ","07:00","08:00","1.5","0","Clase business","579.31"
"Avianca Perú","2024-08-23","LIM","TRU","LIM-TRU","19:45","20:30","1.1","0","Solo equipaje de mano","224.35"
"Avianca Perú","2024-09-02","AQP","TCQ","AQP-TCQ","17:15","18:45","1","0","Clase business","531.28"
"LATAM Perú","2024-01-23","LIM","IQT","LIM-IQT","05:00","06:30","1.7","0","Clase business","670.46"
"JetSMART Perú","2024-11-23","LIM","JUL","LIM-JUL","15:15","16:15","1.3","0","WiFi incluido","227.58"
"Avianca Perú","2024-01-28","LIM","TPP","LIM-TPP","19:15","20:15","1.4","1","Incluye snack","360.42"
"LATAM Perú","2024-05-11","LIM","TRU","LIM-TRU","06:15","07:30","1.3","0","WiFi incluido","361.05"
"Sky Airline Perú","2024-09-22","CUZ","JUL","CUZ-JUL","08:00","08:30","0.9","0","Clase económica","186.2"
"Sky Airline Perú","2024-06-24","LIM","TRU","LIM-TRU","20:00","21:45","1.2","0","Clase económica","160.88"
"LATAM Perú","2024-07-28","CUZ","JUL","CUZ-JUL","08:30","08:45","0.7","0","Incluye snack","365.28"
"JetSMART Perú","2024-06-21","TRU","PIU","TRU-PIU","13:00","14:45","1","0","Clase business","486"
"VIVA Air Perú","2024-03-23","LIM","PIU","LIM-PIU","08:15","09:15","1.5","0","Solo equipaje de mano","175.23"
"VIVA Air Perú","2024-01-25","LIM","CIX","LIM-CIX","08:30","09:30","1.1","0","Asiento preferente","187.44"
"VIVA Air Perú","2024-03-04","LIM","JUL","LIM-JUL","13:15","14:15","1.3","0","Cancelación gratuita","245.45"
"Avianca Perú","2024-06-21","TRU","PIU","TRU-PIU","20:30","21:15","1.1","0","Solo equipaje de mano","217.25"
"VIVA Air Perú","2024-12-15","LIM","TCQ","LIM-TCQ","18:30","19:00","1.6","0","Cancelación gratuita","378.45"
"VIVA Air Perú","2024-11-19","LIM","PCL","LIM-PCL","09:00","10:00","1.2","0","Solo equipaje de mano","134.08"
"Avianca Perú","2024-11-12","LIM","TPP","LIM-TPP","17:45","18:00","1.3","0","WiFi incluido","274.76"
"Sky Airline Perú","2024-04-27","CUZ","JUL","CUZ-JUL","06:30","06:30","0.9","0","Clase económica","165.79"
"Sky Airline Perú","2024-05-22","TRU","CIX","TRU-CIX","21:15","21:45","0.9","0","Cancelación gratuita","227.8"
"JetSMART Perú","2024-08-26","LIM","TPP","LIM-TPP","09:30","10:45","1.3","0","Solo equipaje de mano","128.13"
"Sky Airline Perú","2024-05-11","LIM","PCL","LIM-PCL","06:30","07:30","1","0","Clase business","535.12"
"Avianca Perú","2024-03-19","LIM","TPP","LIM-TPP","09:30","10:30","1.4","0","Clase económica","217"
"LATAM Perú","2024-10-29","LIM","PIU","LIM-PIU","19:15","20:00","1.7","0","WiFi incluido","326.51"
"VIVA Air Perú","2024-07-25","LIM","TCQ","LIM-TCQ","12:45","13:00","1.6","0","Clase business","560.82"
"LATAM Perú","2024-10-01","LIM","TRU","LIM-TRU","19:15","20:30","1.2","0","Solo equipaje de mano","184.59"
"LATAM Perú","2024-03-15","AQP","TCQ","AQP-TCQ","11:30","11:45","0.8","0","Cancelación gratuita","304.02"
"JetSMART Perú","2024-08-15","LIM","JUL","LIM-JUL","10:15","11:00","1.5","0","Asiento preferente","226.74"
"VIVA Air Perú","2024-04-07","AQP","JUL","AQP-JUL","13:15","13:15","0.8","0","Clase business","415.8"
"Sky Airline Perú","2024-03-01","CUZ","JUL","CUZ-JUL","12:15","12:00","0.7","0","Clase económica","182.05"
"LATAM Perú","2024-08-18","LIM","CIX","LIM-CIX","07:45","08:00","1.1","0","Asiento preferente","327.35"
"Avianca Perú","2024-12-08","LIM","CUZ","LIM-CUZ","17:30","18:15","1.3","0","Clase business","825.41"
"JetSMART Perú","2024-04-25","LIM","CUZ","LIM-CUZ","08:45","09:15","1.3","1","Asiento preferente","225.27"
"JetSMART Perú","2024-12-07","TRU","CIX","TRU-CIX","05:45","05:30","0.6","0","Incluye equipaje","239.35"
"VIVA Air Perú","2024-07-29","LIM","TRU","LIM-TRU","18:45","19:15","1.1","0","Clase económica","189.72"
"JetSMART Perú","2024-06-11","AQP","TCQ","AQP-TCQ","20:45","21:00","1","0","Solo equipaje de mano","120"
"JetSMART Perú","2024-07-30","LIM","JUL","LIM-JUL","16:15","17:45","1.6","0","Incluye equipaje","268.29"
"LATAM Perú","2024-02-06","CUZ","JUL","CUZ-JUL","10:30","10:30","0.6","0","Clase business","481.24"
"VIVA Air Perú","2024-04-29","AQP","TCQ","AQP-TCQ","11:00","11:00","0.9","0","Incluye snack","151.02"
"JetSMART Perú","2024-12-25","LIM","IQT","LIM-IQT","14:15","15:15","1.9","0","Incluye snack","290.64"
"JetSMART Perú","2024-07-17","LIM","TPP","LIM-TPP","06:45","07:45","1.3","0","Clase business","530.4"
"Avianca Perú","2024-12-21","LIM","TPP","LIM-TPP","17:15","18:15","1.3","0","Cancelación gratuita","443.35"
"LATAM Perú","2024-01-30","AQP","TCQ","AQP-TCQ","18:15","19:00","1","0","Cancelación gratuita","320.73"
"VIVA Air Perú","2024-07-17","LIM","TRU","LIM-TRU","05:30","06:30","1.3","0","WiFi incluido","212.51"
"Avianca Perú","2024-06-15","LIM","PCL","LIM-PCL","09:15","10:30","1.3","0","Solo equipaje de mano","245.87"
"Sky Airline Perú","2024-10-13","TRU","CIX","TRU-CIX","13:30","13:00","0.8","0","Clase económica","189.45"
"Avianca Perú","2024-07-01","CUZ","AQP","CUZ-AQP","18:30","19:15","1","0","Incluye equipaje","276.42"
"Avianca Perú","2024-01-08","AQP","TCQ","AQP-TCQ","09:45","09:45","0.8","0","Clase business","449.05"
"LATAM Perú","2024-09-06","LIM","PIU","LIM-PIU","20:15","21:15","1.6","0","Incluye equipaje","330.75"
"VIVA Air Perú","2024-04-01","AQP","JUL","AQP-JUL","08:30","08:00","0.7","0","Asiento preferente","194.84"
"Sky Airline Perú","2024-12-13","LIM","PIU","LIM-PIU","16:45","17:30","1.5","0","WiFi incluido","352.46"
"VIVA Air Perú","2024-06-05","AQP","TCQ","AQP-TCQ","21:15","21:15","0.8","1","Clase business","350.18"
"VIVA Air Perú","2024-10-18","LIM","IQT","LIM-IQT","09:00","10:45","1.9","0","Clase económica","262.88"
"LATAM Perú","2024-11-26","LIM","PCL","LIM-PCL","16:15","17:30","1.2","0","Cancelación gratuita","312.15"
"VIVA Air Perú","2024-06-10","LIM","TPP","LIM-TPP","09:45","10:00","1.3","0","Incluye equipaje","193.44"
"JetSMART Perú","2024-08-15","LIM","TCQ","LIM-TCQ","13:30","14:00","1.6","0","WiFi incluido","255.05"
"JetSMART Perú","2024-09-13","LIM","TPP","LIM-TPP","14:15","15:45","1.3","0","Clase económica","229.9"
"Sky Airline Perú","2024-10-02","TRU","CIX","TRU-CIX","15:30","15:30","0.7","0","Incluye equipaje","156.93"
"VIVA Air Perú","2024-08-09","LIM","CIX","LIM-CIX","11:15","12:30","1.3","0","Asiento preferente","259.26"
"LATAM Perú","2024-03-12","LIM","JUL","LIM-JUL","12:30","13:00","1.3","0","Cancelación gratuita","315.62"
"Avianca Perú","2024-11-26","LIM","IQT","LIM-IQT","10:30","12:15","2","0","WiFi incluido","323.3"
"LATAM Perú","2024-05-12","LIM","TRU","LIM-TRU","06:45","07:30","1.1","0","Solo equipaje de mano","235.82"
"Sky Airline Perú","2024-02-04","LIM","IQT","LIM-IQT","10:45","11:00","1.9","0","Incluye snack","298.73"
"JetSMART Perú","2024-03-09","CUZ","AQP","CUZ-AQP","14:30","14:30","0.8","0","Asiento preferente","266"
"Sky Airline Perú","2024-04-04","LIM","PIU","LIM-PIU","06:30","07:00","1.6","0","Incluye equipaje","247.97"
"Sky Airline Perú","2024-10-12","CUZ","AQP","CUZ-AQP","12:30","12:45","0.9","0","Solo equipaje de mano","150.58"
"JetSMART Perú","2024-02-13","LIM","TPP","LIM-TPP","06:00","07:30","1.5","0","Clase business","472.91"
"VIVA Air Perú","2024-12-27","CUZ","AQP","CUZ-AQP","11:00","12:15","1","0","Clase económica","216.99"
"Avianca Perú","2024-12-08","CUZ","AQP","CUZ-AQP","07:15","08:30","1.1","0","WiFi incluido","419.37"
"Sky Airline Perú","2024-08-27","LIM","PIU","LIM-PIU","06:15","07:30","1.5","0","Clase económica","207.32"
"Avianca Perú","2024-07-23","LIM","IQT","LIM-IQT","05:00","07:15","2","1","Incluye equipaje","356.76"
"LATAM Perú","2024-06-20","AQP","JUL","AQP-JUL","05:45","05:00","0.9","0","Incluye snack","221.81"
"Sky Airline Perú","2024-12-09","LIM","PIU","LIM-PIU","19:00","20:30","1.6","0","Incluye snack","290.31"
"JetSMART Perú","2024-10-08","LIM","TPP","LIM-TPP","11:45","12:30","1.3","0","Asiento preferente","273.57"
"JetSMART Perú","2024-04-26","LIM","TRU","LIM-TRU","16:00","17:00","1.3","0","Solo equipaje de mano","177.06"
"LATAM Perú","2024-08-25","CUZ","AQP","CUZ-AQP","14:15","15:15","1.1","0","Clase business","650.63"
"LATAM Perú","2024-08-21","CUZ","JUL","CUZ-JUL","07:00","07:45","0.8","0","Incluye snack","235.02"
"VIVA Air Perú","2024-05-26","LIM","IQT","LIM-IQT","13:00","15:45","2","0","Cancelación gratuita","349.06"
"VIVA Air Perú","2024-11-22","LIM","JUL","LIM-JUL","13:30","14:30","1.4","0","Cancelación gratuita","244.42"
"VIVA Air Perú","2024-12-20","LIM","TCQ","LIM-TCQ","07:15","08:00","1.6","0","Solo equipaje de mano","258.75"
"Sky Airline Perú","2024-09-02","LIM","JUL","LIM-JUL","05:45","06:45","1.4","0","Asiento preferente","239.42"
"Avianca Perú","2024-09-21","LIM","PCL","LIM-PCL","07:00","08:30","1.1","0","Asiento preferente","337.28"
"JetSMART Perú","2024-06-23","LIM","TPP","LIM-TPP","21:00","22:00","1.3","0","Incluye snack","241.6"
"VIVA Air Perú","2024-02-25","LIM","PIU","LIM-PIU","11:45","12:15","1.6","0","Clase business","522.5"
"VIVA Air Perú","2024-10-17","LIM","PIU","LIM-PIU","05:30","06:30","1.5","1","Solo equipaje de mano","138.98"
"JetSMART Perú","2024-09-09","LIM","PIU","LIM-PIU","21:45","22:00","1.6","0","Cancelación gratuita","293.92"
"VIVA Air Perú","2024-04-15","CUZ","AQP","CUZ-AQP","09:00","10:15","1.1","0","Incluye snack","191.76"
"Avianca Perú","2024-03-04","LIM","PIU","LIM-PIU","19:00","20:15","1.4","0","Incluye snack","275.15"
"VIVA Air Perú","2024-05-01","LIM","IQT","LIM-IQT","15:45","16:00","1.9","0","Clase económica","193.36"
"VIVA Air Perú","2024-07-24","CUZ","AQP","CUZ-AQP","21:30","22:45","1","0","Solo equipaje de mano","198.25"
"VIVA Air Perú","2024-07-31","TRU","CIX","TRU-CIX","08:15","08:00","0.9","0","Incluye snack","214.37"
"VIVA Air Perú","2024-08-13","TRU","CIX","TRU-CIX","17:15","17:00","0.8","0","Incluye snack","152.97"
"LATAM Perú","2024-03-29","LIM","PCL","LIM-PCL","17:00","18:30","1.1","0","Clase business","678.37"
"VIVA Air Perú","2024-09-26","LIM","CIX","LIM-CIX","14:00","15:45","1.2","0","Incluye equipaje","176.97"
"Avianca Perú","2024-11-13","AQP","TCQ","AQP-TCQ","12:00","12:30","0.9","0","Incluye equipaje","239.33"
"Sky Airline Perú","2024-08-28","TRU","CIX","TRU-CIX","06:45","07:45","1","0","Clase económica","209.51"
"Sky Airline Perú","2024-01-25","LIM","TCQ","LIM-TCQ","14:45","15:30","1.8","0","Incluye snack","239.6"
"Avianca Perú","2024-02-26","LIM","CIX","LIM-CIX","07:15","08:15","1.3","0","Solo equipaje de mano","189.45"
"Sky Airline Perú","2024-10-30","LIM","PIU","LIM-PIU","06:15","07:45","1.7","0","Incluye snack","256.05"
"LATAM Perú","2024-10-03","LIM","AQP","LIM-AQP","18:30","19:30","1","0","Solo equipaje de mano","237.22"
"LATAM Perú","2024-12-25","LIM","JUL","LIM-JUL","08:30","09:45","1.5","0","Solo equipaje de mano","251.32"
"JetSMART Perú","2024-02-22","AQP","TCQ","AQP-TCQ","14:15","15:45","1.1","1","Solo equipaje de mano","120"
"JetSMART Perú","2024-09-24","CUZ","JUL","CUZ-JUL","09:45","09:00","0.9","0","Clase económica","160.25"
"LATAM Perú","2024-06-24","CUZ","AQP","CUZ-AQP","16:30","16:30","0.9","0","WiFi incluido","259.24"
"VIVA Air Perú","2024-10-17","LIM","PIU","LIM-PIU","06:15","07:30","1.5","0","Clase business","440.56"
"LATAM Perú","2024-09-10","LIM","PIU","LIM-PIU","09:00","10:15","1.5","0","Clase económica","257.23"
"Sky Airline Perú","2024-09-01","LIM","IQT","LIM-IQT","19:30","20:30","1.8","0","Clase business","605.27"
"JetSMART Perú","2024-01-06","LIM","TRU","LIM-TRU","17:15","17:45","0.9","0","Incluye equipaje","174.79"
"Avianca Perú","2024-02-27","CUZ","JUL","CUZ-JUL","06:15","06:45","0.8","0","Incluye equipaje","201.84"
"LATAM Perú","2024-02-07","LIM","JUL","LIM-JUL","13:45","14:45","1.3","0","Clase económica","227.26"
"JetSMART Perú","2024-02-06","LIM","JUL","LIM-JUL","09:30","10:15","1.5","0","WiFi incluido","255.64"
"LATAM Perú","2024-03-02","LIM","CUZ","LIM-CUZ","11:15","12:30","1.2","0","Solo equipaje de mano","275.29"
"JetSMART Perú","2024-07-04","LIM","AQP","LIM-AQP","11:30","12:00","1.2","0","Clase business","528.86"
"LATAM Perú","2024-02-12","LIM","JUL","LIM-JUL","10:45","11:30","1.4","0","Cancelación gratuita","300.21"
"JetSMART Perú","2024-12-11","AQP","TCQ","AQP-TCQ","18:30","19:45","1","0","Cancelación gratuita","293.29"
"VIVA Air Perú","2024-08-22","LIM","TRU","LIM-TRU","21:00","22:45","1","0","Asiento preferente","229.6"
"VIVA Air Perú","2024-02-22","LIM","TCQ","LIM-TCQ","19:30","20:15","1.7","0","Incluye snack","180.69"
"Avianca Perú","2024-03-11","TRU","CIX","TRU-CIX","13:30","13:45","0.9","0","Asiento preferente","241.51"
"JetSMART Perú","2024-10-23","LIM","PIU","LIM-PIU","17:00","18:15","1.5","0","Clase business","463.25"
"LATAM Perú","2024-10-05","LIM","CIX","LIM-CIX","13:15","14:15","1.4","0","Cancelación gratuita","401.81"
"Avianca Perú","2024-02-23","LIM","JUL","LIM-JUL","17:45","18:15","1.3","0","WiFi incluido","327.55"
"Avianca Perú","2024-01-19","LIM","CIX","LIM-CIX","19:00","20:00","1.2","0","Clase económica","235.01"
"VIVA Air Perú","2024-05-19","LIM","TPP","LIM-TPP","14:00","15:15","1.4","0","WiFi incluido","260"
"JetSMART Perú","2024-09-25","LIM","PIU","LIM-PIU","17:45","18:45","1.6","0","Solo equipaje de mano","195.49"
"LATAM Perú","2024-02-07","TRU","CIX","TRU-CIX","14:30","15:30","1","0","Clase business","494.96"
"Avianca Perú","2024-07-04","CUZ","AQP","CUZ-AQP","16:00","17:15","1","0","Clase business","627.64"
"VIVA Air Perú","2024-04-15","TRU","CIX","TRU-CIX","15:00","15:45","0.9","0","Clase business","348.94"
"Sky Airline Perú","2024-10-26","LIM","JUL","LIM-JUL","15:45","16:15","1.5","0","Incluye equipaje","269.06"
"Avianca Perú","2024-01-19","CUZ","JUL","CUZ-JUL","17:00","17:00","0.9","0","Incluye equipaje","233.06"
"LATAM Perú","2024-01-03","LIM","AQP","LIM-AQP","07:15","08:45","1.4","0","WiFi incluido","289.45"
"JetSMART Perú","2024-10-08","LIM","TPP","LIM-TPP","18:30","19:45","1.5","0","Cancelación gratuita","252.83"
"LATAM Perú","2024-06-13","LIM","JUL","LIM-JUL","13:15","14:45","1.5","0","Incluye equipaje","240.53"
"Avianca Perú","2024-04-28","LIM","IQT","LIM-IQT","15:00","16:00","1.9","0","Clase business","842.91"
"JetSMART Perú","2024-12-07","AQP","JUL","AQP-JUL","15:30","15:45","0.8","0","Clase económica","226.68"
"LATAM Perú","2024-07-04","LIM","PIU","LIM-PIU","11:00","12:15","1.4","0","WiFi incluido","395.72"
"LATAM Perú","2024-01-29","LIM","PCL","LIM-PCL","13:15","14:00","1.3","0","Asiento preferente","297.24"
"LATAM Perú","2024-05-30","LIM","CIX","LIM-CIX","17:45","18:45","1.3","0","Asiento preferente","331.6"
"VIVA Air Perú","2024-11-25","LIM","TCQ","LIM-TCQ","15:30","16:15","1.7","0","Incluye equipaje","216"
"LATAM Perú","2024-06-28","LIM","TPP","LIM-TPP","11:15","12:30","1.2","0","Cancelación gratuita","393.41"
"VIVA Air Perú","2024-03-22","TRU","CIX","TRU-CIX","16:45","16:45","0.8","0","Asiento preferente","240.25"
"Avianca Perú","2024-02-11","TRU","CIX","TRU-CIX","18:30","18:15","0.7","0","Clase económica","181.59"
"JetSMART Perú","2024-05-02","LIM","TRU","LIM-TRU","10:00","11:30","1","0","Asiento preferente","213.02"
"JetSMART Perú","2024-06-25","LIM","JUL","LIM-JUL","12:15","13:30","1.4","0","Asiento preferente","266.46"
"LATAM Perú","2024-01-08","LIM","TRU","LIM-TRU","12:45","13:30","1.2","0","Cancelación gratuita","335.87"
"Avianca Perú","2024-10-26","CUZ","AQP","CUZ-AQP","19:45","19:15","0.9","0","Asiento preferente","290.47"
"Avianca Perú","2024-09-05","LIM","IQT","LIM-IQT","14:45","15:15","1.8","0","Clase económica","246.22"
"JetSMART Perú","2024-12-17","LIM","PIU","LIM-PIU","06:30","07:45","1.4","0","WiFi incluido","278.55"
"VIVA Air Perú","2024-02-01","LIM","CUZ","LIM-CUZ","10:30","11:00","1.2","0","Solo equipaje de mano","150.89"
"VIVA Air Perú","2024-12-02","LIM","JUL","LIM-JUL","16:15","17:00","1.4","0","WiFi incluido","274.96"
"VIVA Air Perú","2024-12-12","CUZ","JUL","CUZ-JUL","12:15","12:00","0.8","0","WiFi incluido","185.78"
"VIVA Air Perú","2024-05-21","CUZ","AQP","CUZ-AQP","19:15","20:15","1","0","WiFi incluido","200.04"
"JetSMART Perú","2024-05-10","AQP","JUL","AQP-JUL","15:45","15:45","0.9","0","Clase económica","185.58"
"LATAM Perú","2024-06-03","AQP","JUL","AQP-JUL","20:15","20:15","0.9","0","Asiento preferente","268.86"
"Avianca Perú","2024-02-17","LIM","TCQ","LIM-TCQ","05:00","06:00","1.6","1","Incluye snack","366.53"
"LATAM Perú","2024-03-21","CUZ","AQP","CUZ-AQP","10:00","10:00","0.8","0","Asiento preferente","252.4"
"VIVA Air Perú","2024-08-02","AQP","JUL","AQP-JUL","18:15","18:30","0.9","0","Asiento preferente","250.72"
"JetSMART Perú","2024-07-14","LIM","TCQ","LIM-TCQ","21:15","22:45","1.6","0","Solo equipaje de mano","245.52"
"JetSMART Perú","2024-05-04","LIM","CIX","LIM-CIX","07:30","08:00","1.2","1","Incluye snack","240.64"
"LATAM Perú","2024-06-29","LIM","CIX","LIM-CIX","13:30","14:45","1.2","0","Clase económica","271.06"
"LATAM Perú","2024-12-15","LIM","PCL","LIM-PCL","19:15","20:45","1.1","0","WiFi incluido","423.03"
"JetSMART Perú","2024-07-31","TRU","CIX","TRU-CIX","19:30","19:00","0.8","0","Asiento preferente","233.73"
"LATAM Perú","2024-04-16","LIM","CUZ","LIM-CUZ","15:30","16:30","1","0","Incluye equipaje","205.44"
"Sky Airline Perú","2024-09-20","TRU","PIU","TRU-PIU","17:30","18:15","1","0","Solo equipaje de mano","182.47"
"VIVA Air Perú","2024-11-16","LIM","PCL","LIM-PCL","21:45","22:45","1.2","0","Clase business","458.98"
"LATAM Perú","2024-09-13","CUZ","JUL","CUZ-JUL","17:00","17:00","0.8","0","Incluye equipaje","265.51"
"Sky Airline Perú","2024-01-25","LIM","TCQ","LIM-TCQ","06:15","07:00","1.6","0","Incluye snack","228.79"
"VIVA Air Perú","2024-08-11","LIM","IQT","LIM-IQT","08:00","10:45","2","0","Incluye snack","294.33"
"LATAM Perú","2024-04-25","LIM","PCL","LIM-PCL","07:45","08:45","1.2","0","Incluye equipaje","264"
"Avianca Perú","2024-02-26","LIM","IQT","LIM-IQT","07:15","08:00","1.8","0","WiFi incluido","335.03"
"Sky Airline Perú","2024-08-05","LIM","IQT","LIM-IQT","14:00","15:00","1.9","0","Asiento preferente","296.87"
"JetSMART Perú","2024-10-01","LIM","TRU","LIM-TRU","08:45","09:30","1.2","0","Solo equipaje de mano","169.32"
"Sky Airline Perú","2024-03-28","AQP","TCQ","AQP-TCQ","20:30","20:45","0.8","0","Incluye equipaje","185.67"
"LATAM Perú","2024-07-31","LIM","CIX","LIM-CIX","06:15","07:30","1.1","0","Incluye equipaje","295.78"
"Avianca Perú","2024-12-28","LIM","CIX","LIM-CIX","12:15","13:15","1.2","0","Incluye equipaje","369.18"
"Sky Airline Perú","2024-07-04","TRU","PIU","TRU-PIU","12:30","13:45","1","1","Asiento preferente","285.48"
"LATAM Perú","2024-01-26","CUZ","JUL","CUZ-JUL","10:30","10:00","0.9","0","Solo equipaje de mano","243.25"
"JetSMART Perú","2024-06-04","LIM","CUZ","LIM-CUZ","10:15","11:45","1.2","0","Incluye equipaje","167.05"
"JetSMART Perú","2024-08-13","TRU","PIU","TRU-PIU","13:30","14:15","1","0","Incluye snack","177.3"
"Sky Airline Perú","2024-10-15","LIM","TPP","LIM-TPP","05:30","06:15","1.5","0","Incluye snack","257.04"
"JetSMART Perú","2024-04-17","LIM","TCQ","LIM-TCQ","19:15","20:30","1.6","0","WiFi incluido","261.37"
"JetSMART Perú","2024-05-28","LIM","TCQ","LIM-TCQ","09:30","10:15","1.8","0","Solo equipaje de mano","175.51"
"Sky Airline Perú","2024-08-21","LIM","PIU","LIM-PIU","15:15","16:45","1.6","0","WiFi incluido","252.2"
"VIVA Air Perú","2024-12-01","CUZ","AQP","CUZ-AQP","08:30","09:45","1","0","Clase business","575.02"
"LATAM Perú","2024-07-05","LIM","TRU","LIM-TRU","17:15","18:15","1","0","Solo equipaje de mano","305.7"
"JetSMART Perú","2024-07-23","CUZ","JUL","CUZ-JUL","20:15","20:30","0.8","0","Clase económica","200.79"
"Avianca Perú","2024-04-11","AQP","JUL","AQP-JUL","06:00","07:45","1.1","0","Asiento preferente","247.89"
"JetSMART Perú","2024-11-04","LIM","PCL","LIM-PCL","05:00","06:30","1.2","0","Clase business","452.03"
"JetSMART Perú","2024-11-30","AQP","JUL","AQP-JUL","08:15","08:00","0.8","1","Incluye equipaje","179.4"
"LATAM Perú","2024-09-27","TRU","CIX","TRU-CIX","08:00","08:45","0.7","0","WiFi incluido","267.74"
"Avianca Perú","2024-08-12","TRU","CIX","TRU-CIX","14:30","14:45","0.9","0","Asiento preferente","267.34"
"Avianca Perú","2024-05-26","LIM","TPP","LIM-TPP","13:00","14:30","1.4","0","Clase business","689.82"
"JetSMART Perú","2024-06-11","AQP","JUL","AQP-JUL","18:15","18:15","0.8","0","Incluye snack","176.49"
"VIVA Air Perú","2024-07-26","LIM","AQP","LIM-AQP","21:30","22:15","1.2","1","Clase business","609.04"
"LATAM Perú","2024-03-04","AQP","JUL","AQP-JUL","05:30","05:00","0.7","0","Clase business","480.51"
"JetSMART Perú","2024-09-02","LIM","CIX","LIM-CIX","20:00","21:15","1.2","1","Asiento preferente","224"
"LATAM Perú","2024-06-25","LIM","JUL","LIM-JUL","16:15","17:15","1.3","1","Cancelación gratuita","352.53"
"Sky Airline Perú","2024-12-02","LIM","JUL","LIM-JUL","18:30","19:00","1.5","0","Incluye snack","306.11"
"JetSMART Perú","2024-04-06","LIM","CIX","LIM-CIX","11:15","12:30","1.2","0","Clase business","544.42"
"Avianca Perú","2024-05-27","AQP","JUL","AQP-JUL","18:30","19:00","1.1","0","Solo equipaje de mano","234.23"
"LATAM Perú","2024-12-21","AQP","JUL","AQP-JUL","09:45","09:15","0.8","0","Clase económica","291.88"
"VIVA Air Perú","2024-09-25","TRU","CIX","TRU-CIX","21:45","21:15","0.6","0","Incluye snack","164.36"
"Sky Airline Perú","2024-07-22","TRU","PIU","TRU-PIU","19:30","20:30","1.1","0","Asiento preferente","278.21"
"JetSMART Perú","2024-12-18","LIM","PCL","LIM-PCL","14:30","15:30","1.2","1","Incluye snack","281.49"
"LATAM Perú","2024-03-15","CUZ","JUL","CUZ-JUL","15:00","15:45","0.8","0","Asiento preferente","303.41"
"VIVA Air Perú","2024-03-31","AQP","JUL","AQP-JUL","19:30","20:00","1.1","0","Incluye equipaje","172.87"
"Avianca Perú","2024-10-03","LIM","CIX","LIM-CIX","17:30","18:15","1.2","0","Cancelación gratuita","293.95"
"JetSMART Perú","2024-05-10","AQP","JUL","AQP-JUL","09:15","09:45","0.8","0","WiFi incluido","189.41"
"JetSMART Perú","2024-01-28","LIM","CIX","LIM-CIX","13:15","14:00","1.4","0","Incluye snack","231.81"
"LATAM Perú","2024-06-02","LIM","CUZ","LIM-CUZ","09:00","10:00","1.2","0","Solo equipaje de mano","251.9"
"JetSMART Perú","2024-06-01","LIM","TRU","LIM-TRU","21:30","22:00","1.1","0","Clase económica","209.49"
"Avianca Perú","2024-07-12","LIM","CIX","LIM-CIX","14:15","15:45","1.2","0","WiFi incluido","401.96"
"VIVA Air Perú","2024-10-11","LIM","AQP","LIM-AQP","19:45","20:00","1.2","0","Incluye equipaje","202"
"JetSMART Perú","2024-12-18","LIM","AQP","LIM-AQP","06:00","07:00","1.3","0","Clase business","570.26"
"Sky Airline Perú","2024-09-09","LIM","IQT","LIM-IQT","18:00","19:00","1.8","0","Clase económica","164"
"Sky Airline Perú","2024-10-11","CUZ","JUL","CUZ-JUL","11:30","11:30","0.9","0","Cancelación gratuita","287.31"
"Sky Airline Perú","2024-04-08","TRU","PIU","TRU-PIU","13:00","14:15","1.1","0","Solo equipaje de mano","165.73"
"Avianca Perú","2024-09-14","LIM","AQP","LIM-AQP","05:30","06:00","1.4","0","Incluye equipaje","302.76"
"LATAM Perú","2024-06-07","LIM","JUL","LIM-JUL","07:45","08:45","1.3","0","Solo equipaje de mano","259.09"
"LATAM Perú","2024-05-03","CUZ","AQP","CUZ-AQP","17:00","17:45","0.9","0","Clase business","615.92"
"JetSMART Perú","2024-07-20","LIM","TRU","LIM-TRU","09:45","10:30","1.1","0","Incluye equipaje","288.76"
"JetSMART Perú","2024-05-31","CUZ","JUL","CUZ-JUL","06:30","06:00","0.9","0","WiFi incluido","228.9"
"Sky Airline Perú","2024-11-12","LIM","AQP","LIM-AQP","10:00","11:15","1.4","0","Cancelación gratuita","305.81"
"Sky Airline Perú","2024-08-17","TRU","PIU","TRU-PIU","17:30","18:30","1","0","Asiento preferente","252.56"
"VIVA Air Perú","2024-08-20","LIM","CIX","LIM-CIX","06:30","07:15","1.1","0","Incluye equipaje","144.46"
"JetSMART Perú","2024-05-29","TRU","CIX","TRU-CIX","08:30","08:30","0.9","0","Incluye equipaje","134.32"
